	date	province	PRcode	total_doses_administered	total_fully_vaccinated	total_1st_dose	daily_1st_dose	total_only_1st_dose	pct_pop_total_only_first	pct_pop_total_first	pct_pop_total_second	pct_pop_total_tot	pct_5plus_only_first	pct_5plus_first	pct_5plus_second	pct_5plus_tot
2379	2020-11-05	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2380	2020-11-06	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2381	2020-11-07	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2382	2020-11-08	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2383	2020-11-09	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2384	2020-11-10	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2385	2020-11-11	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2386	2020-11-12	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2387	2020-11-13	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2388	2020-11-14	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2389	2020-11-15	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2390	2020-11-16	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2391	2020-11-17	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2392	2020-11-18	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2393	2020-11-19	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2394	2020-11-20	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2395	2020-11-21	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2396	2020-11-22	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2397	2020-11-23	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2398	2020-11-24	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2399	2020-11-25	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2400	2020-11-26	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2401	2020-11-27	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2402	2020-11-28	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2403	2020-11-29	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2404	2020-11-30	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2405	2020-12-01	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2406	2020-12-02	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2407	2020-12-03	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2408	2020-12-04	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2409	2020-12-05	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2410	2020-12-06	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2411	2020-12-07	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2412	2020-12-08	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2413	2020-12-09	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2414	2020-12-10	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2415	2020-12-11	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2416	2020-12-12	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2417	2020-12-13	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2418	2020-12-14	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2419	2020-12-15	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2420	2020-12-16	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2421	2020-12-17	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2422	2020-12-18	New Brunswick	NB	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2423	2020-12-19	New Brunswick	NB	5	0	5	5.0	5	0.0006365728952353792	0.0006365728952353792	0.0	0.0006365728952353792	0.0006649590518215888	0.0006649590518215888	0.0	0.0006649590518215888
2424	2020-12-20	New Brunswick	NB	5	0	5	0.0	5	0.0006365728952353792	0.0006365728952353792	0.0	0.0006365728952353792	0.0006649590518215888	0.0006649590518215888	0.0	0.0006649590518215888
2425	2020-12-21	New Brunswick	NB	1871	0	1871	1866.0	1871	0.2382055773970789	0.2382055773970789	0.0	0.2382055773970789	0.2488276771916385	0.2488276771916385	0.0	0.2488276771916385
2426	2020-12-22	New Brunswick	NB	1871	0	1871	0.0	1871	0.2382055773970789	0.2382055773970789	0.0	0.2382055773970789	0.2488276771916385	0.2488276771916385	0.0	0.2488276771916385
2427	2020-12-23	New Brunswick	NB	1871	0	1871	0.0	1871	0.2382055773970789	0.2382055773970789	0.0	0.2382055773970789	0.2488276771916385	0.2488276771916385	0.0	0.2488276771916385
2428	2020-12-24	New Brunswick	NB	1871	0	1871	0.0	1871	0.2382055773970789	0.2382055773970789	0.0	0.2382055773970789	0.2488276771916385	0.2488276771916385	0.0	0.2488276771916385
2429	2020-12-25	New Brunswick	NB	1871	0	1871	0.0	1871	0.2382055773970789	0.2382055773970789	0.0	0.2382055773970789	0.2488276771916385	0.2488276771916385	0.0	0.2488276771916385
2430	2020-12-26	New Brunswick	NB	1871	0	1871	0.0	1871	0.2382055773970789	0.2382055773970789	0.0	0.2382055773970789	0.2488276771916385	0.2488276771916385	0.0	0.2488276771916385
2431	2020-12-27	New Brunswick	NB	1871	0	1871	0.0	1871	0.2382055773970789	0.2382055773970789	0.0	0.2382055773970789	0.2488276771916385	0.2488276771916385	0.0	0.2488276771916385
2432	2020-12-28	New Brunswick	NB	2905	0	2905	1034.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2433	2020-12-29	New Brunswick	NB	2905	0	2905	0.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2434	2020-12-30	New Brunswick	NB	2905	0	2905	0.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2435	2020-12-31	New Brunswick	NB	2905	0	2905	0.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2436	2021-01-01	New Brunswick	NB	2905	0	2905	0.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2437	2021-01-02	New Brunswick	NB	2905	0	2905	0.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2438	2021-01-03	New Brunswick	NB	2905	0	2905	0.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2439	2021-01-04	New Brunswick	NB	2905	0	2905	0.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2440	2021-01-05	New Brunswick	NB	2905	0	2905	0.0	2905	0.36984885213175533	0.36984885213175533	0.0	0.36984885213175533	0.38634120910834313	0.38634120910834313	0.0	0.38634120910834313
2441	2021-01-06	New Brunswick	NB	4105	0	4105	1200.0	4105	0.5226263469882463	0.5226263469882463	0.0	0.5226263469882463	0.5459313815455245	0.5459313815455245	0.0	0.5459313815455245
2442	2021-01-07	New Brunswick	NB	5019	0	5019	914.0	5019	0.6389918722372736	0.6389918722372736	0.0	0.6389918722372736	0.667485896218511	0.667485896218511	0.0	0.667485896218511
2443	2021-01-08	New Brunswick	NB	5019	0	5019	0.0	5019	0.6389918722372736	0.6389918722372736	0.0	0.6389918722372736	0.667485896218511	0.667485896218511	0.0	0.667485896218511
2444	2021-01-09	New Brunswick	NB	5019	0	5019	0.0	5019	0.6389918722372736	0.6389918722372736	0.0	0.6389918722372736	0.667485896218511	0.667485896218511	0.0	0.667485896218511
2445	2021-01-10	New Brunswick	NB	5019	0	5019	0.0	5019	0.6389918722372736	0.6389918722372736	0.0	0.6389918722372736	0.667485896218511	0.667485896218511	0.0	0.667485896218511
2446	2021-01-11	New Brunswick	NB	7732	0	7732	2713.0	7732	0.9843963251919904	0.9843963251919904	0.0	0.9843963251919904	1.0282926777369048	1.0282926777369048	0.0	1.0282926777369048
2447	2021-01-12	New Brunswick	NB	7732	0	7732	0.0	7732	0.9843963251919904	0.9843963251919904	0.0	0.9843963251919904	1.0282926777369048	1.0282926777369048	0.0	1.0282926777369048
2448	2021-01-13	New Brunswick	NB	7732	1862	5870	-1862.0	4008	0.51027683282068	0.7473365790063352	0.2370597461856552	0.9843963251919904	0.5330311759401857	0.7806619268385453	0.24763075089835968	1.0282926777369048
2449	2021-01-14	New Brunswick	NB	7732	1862	5870	0.0	4008	0.51027683282068	0.7473365790063352	0.2370597461856552	0.9843963251919904	0.5330311759401857	0.7806619268385453	0.24763075089835968	1.0282926777369048
2450	2021-01-15	New Brunswick	NB	7732	1862	5870	0.0	4008	0.51027683282068	0.7473365790063352	0.2370597461856552	0.9843963251919904	0.5330311759401857	0.7806619268385453	0.24763075089835968	1.0282926777369048
2451	2021-01-16	New Brunswick	NB	7732	1862	5870	0.0	4008	0.51027683282068	0.7473365790063352	0.2370597461856552	0.9843963251919904	0.5330311759401857	0.7806619268385453	0.24763075089835968	1.0282926777369048
2452	2021-01-17	New Brunswick	NB	7732	1862	5870	0.0	4008	0.51027683282068	0.7473365790063352	0.2370597461856552	0.9843963251919904	0.5330311759401857	0.7806619268385453	0.24763075089835968	1.0282926777369048
2453	2021-01-18	New Brunswick	NB	10436	2567	7869	1999.0	5302	0.675021898107596	1.0018384225214398	0.3268165244138437	1.3286549469352835	0.7051225785516129	1.0465125557568167	0.3413899772052037	1.3879025329620203
2454	2021-01-19	New Brunswick	NB	10436	2567	7869	0.0	5302	0.675021898107596	1.0018384225214398	0.3268165244138437	1.3286549469352835	0.7051225785516129	1.0465125557568167	0.3413899772052037	1.3879025329620203
2455	2021-01-20	New Brunswick	NB	10436	2567	7869	0.0	5302	0.675021898107596	1.0018384225214398	0.3268165244138437	1.3286549469352835	0.7051225785516129	1.0465125557568167	0.3413899772052037	1.3879025329620203
2456	2021-01-21	New Brunswick	NB	10436	2567	7869	0.0	5302	0.675021898107596	1.0018384225214398	0.3268165244138437	1.3286549469352835	0.7051225785516129	1.0465125557568167	0.3413899772052037	1.3879025329620203
2457	2021-01-22	New Brunswick	NB	10436	2567	7869	0.0	5302	0.675021898107596	1.0018384225214398	0.3268165244138437	1.3286549469352835	0.7051225785516129	1.0465125557568167	0.3413899772052037	1.3879025329620203
2458	2021-01-23	New Brunswick	NB	10436	2567	7869	0.0	5302	0.675021898107596	1.0018384225214398	0.3268165244138437	1.3286549469352835	0.7051225785516129	1.0465125557568167	0.3413899772052037	1.3879025329620203
2459	2021-01-24	New Brunswick	NB	10436	2567	7869	0.0	5302	0.675021898107596	1.0018384225214398	0.3268165244138437	1.3286549469352835	0.7051225785516129	1.0465125557568167	0.3413899772052037	1.3879025329620203
2460	2021-01-25	New Brunswick	NB	14257	2839	11418	3549.0	8579	1.0922317736448635	1.4536778635595118	0.36144608991464827	1.8151239534741601	1.140936741115482	1.5185004907397803	0.3775637496242981	1.8960642403640784
2461	2021-01-26	New Brunswick	NB	14257	2839	11418	0.0	8579	1.0922317736448635	1.4536778635595118	0.36144608991464827	1.8151239534741601	1.140936741115482	1.5185004907397803	0.3775637496242981	1.8960642403640784
2462	2021-01-27	New Brunswick	NB	14257	2839	11418	0.0	8579	1.0922317736448635	1.4536778635595118	0.36144608991464827	1.8151239534741601	1.140936741115482	1.5185004907397803	0.3775637496242981	1.8960642403640784
2463	2021-01-28	New Brunswick	NB	14257	2839	11418	0.0	8579	1.0922317736448635	1.4536778635595118	0.36144608991464827	1.8151239534741601	1.140936741115482	1.5185004907397803	0.3775637496242981	1.8960642403640784
2464	2021-01-29	New Brunswick	NB	14257	2839	11418	0.0	8579	1.0922317736448635	1.4536778635595118	0.36144608991464827	1.8151239534741601	1.140936741115482	1.5185004907397803	0.3775637496242981	1.8960642403640784
2465	2021-01-30	New Brunswick	NB	14257	2839	11418	0.0	8579	1.0922317736448635	1.4536778635595118	0.36144608991464827	1.8151239534741601	1.140936741115482	1.5185004907397803	0.3775637496242981	1.8960642403640784
2466	2021-01-31	New Brunswick	NB	14257	2839	11418	0.0	8579	1.0922317736448635	1.4536778635595118	0.36144608991464827	1.8151239534741601	1.140936741115482	1.5185004907397803	0.3775637496242981	1.8960642403640784
2467	2021-02-01	New Brunswick	NB	17277	4460	12817	1399.0	8357	1.0639679370964128	1.631790959646371	0.5678230225499583	2.1996139821963294	1.1114125592146036	1.7045560334394607	0.5931434742248572	2.2976995076643183
2468	2021-02-02	New Brunswick	NB	17277	4460	12817	0.0	8357	1.0639679370964128	1.631790959646371	0.5678230225499583	2.1996139821963294	1.1114125592146036	1.7045560334394607	0.5931434742248572	2.2976995076643183
2469	2021-02-03	New Brunswick	NB	17277	4460	12817	0.0	8357	1.0639679370964128	1.631790959646371	0.5678230225499583	2.1996139821963294	1.1114125592146036	1.7045560334394607	0.5931434742248572	2.2976995076643183
2470	2021-02-04	New Brunswick	NB	17277	4460	12817	0.0	8357	1.0639679370964128	1.631790959646371	0.5678230225499583	2.1996139821963294	1.1114125592146036	1.7045560334394607	0.5931434742248572	2.2976995076643183
2471	2021-02-05	New Brunswick	NB	17277	4460	12817	0.0	8357	1.0639679370964128	1.631790959646371	0.5678230225499583	2.1996139821963294	1.1114125592146036	1.7045560334394607	0.5931434742248572	2.2976995076643183
2472	2021-02-06	New Brunswick	NB	17277	4460	12817	0.0	8357	1.0639679370964128	1.631790959646371	0.5678230225499583	2.1996139821963294	1.1114125592146036	1.7045560334394607	0.5931434742248572	2.2976995076643183
2473	2021-02-07	New Brunswick	NB	17277	4460	12817	0.0	8357	1.0639679370964128	1.631790959646371	0.5678230225499583	2.1996139821963294	1.1114125592146036	1.7045560334394607	0.5931434742248572	2.2976995076643183
2474	2021-02-08	New Brunswick	NB	18643	5347	13296	479.0	7949	1.0120235888452058	1.6927746430099204	0.6807510541647145	2.373525697174635	1.057151900585962	1.768259110603969	0.7111072100180071	2.4793663206219763
2475	2021-02-09	New Brunswick	NB	18643	5347	13296	0.0	7949	1.0120235888452058	1.6927746430099204	0.6807510541647145	2.373525697174635	1.057151900585962	1.768259110603969	0.7111072100180071	2.4793663206219763
2476	2021-02-10	New Brunswick	NB	18643	5347	13296	0.0	7949	1.0120235888452058	1.6927746430099204	0.6807510541647145	2.373525697174635	1.057151900585962	1.768259110603969	0.7111072100180071	2.4793663206219763
2477	2021-02-11	New Brunswick	NB	18643	5347	13296	0.0	7949	1.0120235888452058	1.6927746430099204	0.6807510541647145	2.373525697174635	1.057151900585962	1.768259110603969	0.7111072100180071	2.4793663206219763
2478	2021-02-12	New Brunswick	NB	18643	5347	13296	0.0	7949	1.0120235888452058	1.6927746430099204	0.6807510541647145	2.373525697174635	1.057151900585962	1.768259110603969	0.7111072100180071	2.4793663206219763
2479	2021-02-13	New Brunswick	NB	18643	5347	13296	0.0	7949	1.0120235888452058	1.6927746430099204	0.6807510541647145	2.373525697174635	1.057151900585962	1.768259110603969	0.7111072100180071	2.4793663206219763
2480	2021-02-14	New Brunswick	NB	18643	5347	13296	0.0	7949	1.0120235888452058	1.6927746430099204	0.6807510541647145	2.373525697174635	1.057151900585962	1.768259110603969	0.7111072100180071	2.4793663206219763
2481	2021-02-15	New Brunswick	NB	18643	5347	13296	0.0	7949	1.0120235888452058	1.6927746430099204	0.6807510541647145	2.373525697174635	1.057151900585962	1.768259110603969	0.7111072100180071	2.4793663206219763
2482	2021-02-16	New Brunswick	NB	21182	7505	13677	381.0	6172	0.7857855818785521	1.741281497626856	0.9554959157483043	2.6967774133751603	0.8208254535685692	1.8189289903527739	0.9981035367842048	2.817032527136979
2483	2021-02-17	New Brunswick	NB	21182	7505	13677	0.0	6172	0.7857855818785521	1.741281497626856	0.9554959157483043	2.6967774133751603	0.8208254535685692	1.8189289903527739	0.9981035367842048	2.817032527136979
2484	2021-02-18	New Brunswick	NB	21182	7505	13677	0.0	6172	0.7857855818785521	1.741281497626856	0.9554959157483043	2.6967774133751603	0.8208254535685692	1.8189289903527739	0.9981035367842048	2.817032527136979
2485	2021-02-19	New Brunswick	NB	21182	7505	13677	0.0	6172	0.7857855818785521	1.741281497626856	0.9554959157483043	2.6967774133751603	0.8208254535685692	1.8189289903527739	0.9981035367842048	2.817032527136979
2486	2021-02-20	New Brunswick	NB	21182	7505	13677	0.0	6172	0.7857855818785521	1.741281497626856	0.9554959157483043	2.6967774133751603	0.8208254535685692	1.8189289903527739	0.9981035367842048	2.817032527136979
2487	2021-02-21	New Brunswick	NB	21182	7505	13677	0.0	6172	0.7857855818785521	1.741281497626856	0.9554959157483043	2.6967774133751603	0.8208254535685692	1.8189289903527739	0.9981035367842048	2.817032527136979
2488	2021-02-22	New Brunswick	NB	26317	11036	15281	1604.0	4245	0.5404503880548369	1.945494082418366	1.405043694363529	3.350537776781895	0.564550234996529	2.0322478541771396	1.4676976191806108	3.49994547335775
2489	2021-02-23	New Brunswick	NB	26317	11036	15281	0.0	4245	0.5404503880548369	1.945494082418366	1.405043694363529	3.350537776781895	0.564550234996529	2.0322478541771396	1.4676976191806108	3.49994547335775
2490	2021-02-24	New Brunswick	NB	26317	11036	15281	0.0	4245	0.5404503880548369	1.945494082418366	1.405043694363529	3.350537776781895	0.564550234996529	2.0322478541771396	1.4676976191806108	3.49994547335775
2491	2021-02-25	New Brunswick	NB	26317	11036	15281	0.0	4245	0.5404503880548369	1.945494082418366	1.405043694363529	3.350537776781895	0.564550234996529	2.0322478541771396	1.4676976191806108	3.49994547335775
2492	2021-02-26	New Brunswick	NB	26317	11036	15281	0.0	4245	0.5404503880548369	1.945494082418366	1.405043694363529	3.350537776781895	0.564550234996529	2.0322478541771396	1.4676976191806108	3.49994547335775
2493	2021-02-27	New Brunswick	NB	26317	11036	15281	0.0	4245	0.5404503880548369	1.945494082418366	1.405043694363529	3.350537776781895	0.564550234996529	2.0322478541771396	1.4676976191806108	3.49994547335775
2494	2021-02-28	New Brunswick	NB	26317	11036	15281	0.0	4245	0.5404503880548369	1.945494082418366	1.405043694363529	3.350537776781895	0.564550234996529	2.0322478541771396	1.4676976191806108	3.49994547335775
2495	2021-03-01	New Brunswick	NB	26317	11036	15281	0.0	4245	0.5404503880548369	1.945494082418366	1.405043694363529	3.350537776781895	0.564550234996529	2.0322478541771396	1.4676976191806108	3.49994547335775
2496	2021-03-02	New Brunswick	NB	33741	12142	21599	6318.0	9457	1.2040139740481963	2.749867592837791	1.5458536187895948	4.295721211627386	1.257703550615353	2.8724901120588995	1.6147865614435462	4.487276673502446
2497	2021-03-03	New Brunswick	NB	33741	12142	21599	0.0	9457	1.2040139740481963	2.749867592837791	1.5458536187895948	4.295721211627386	1.257703550615353	2.8724901120588995	1.6147865614435462	4.487276673502446
2498	2021-03-04	New Brunswick	NB	33741	12142	21599	0.0	9457	1.2040139740481963	2.749867592837791	1.5458536187895948	4.295721211627386	1.257703550615353	2.8724901120588995	1.6147865614435462	4.487276673502446
2499	2021-03-05	New Brunswick	NB	33741	12142	21599	0.0	9457	1.2040139740481963	2.749867592837791	1.5458536187895948	4.295721211627386	1.257703550615353	2.8724901120588995	1.6147865614435462	4.487276673502446
2500	2021-03-06	New Brunswick	NB	33741	12142	21599	0.0	9457	1.2040139740481963	2.749867592837791	1.5458536187895948	4.295721211627386	1.257703550615353	2.8724901120588995	1.6147865614435462	4.487276673502446
2501	2021-03-07	New Brunswick	NB	33741	12142	21599	0.0	9457	1.2040139740481963	2.749867592837791	1.5458536187895948	4.295721211627386	1.257703550615353	2.8724901120588995	1.6147865614435462	4.487276673502446
2502	2021-03-08	New Brunswick	NB	38483	12152	26331	4732.0	14179	1.8051934163084884	3.3523201808885537	1.5471267645800657	4.89944694546862	1.8856908791556617	3.5018073587028513	1.6161164795471896	5.117923838250041
2503	2021-03-09	New Brunswick	NB	38483	12152	26331	0.0	14179	1.8051934163084884	3.3523201808885537	1.5471267645800657	4.89944694546862	1.8856908791556617	3.5018073587028513	1.6161164795471896	5.117923838250041
2504	2021-03-10	New Brunswick	NB	38483	12152	26331	0.0	14179	1.8051934163084884	3.3523201808885537	1.5471267645800657	4.89944694546862	1.8856908791556617	3.5018073587028513	1.6161164795471896	5.117923838250041
2505	2021-03-11	New Brunswick	NB	38483	12152	26331	0.0	14179	1.8051934163084884	3.3523201808885537	1.5471267645800657	4.89944694546862	1.8856908791556617	3.5018073587028513	1.6161164795471896	5.117923838250041
2506	2021-03-12	New Brunswick	NB	38483	12152	26331	0.0	14179	1.8051934163084884	3.3523201808885537	1.5471267645800657	4.89944694546862	1.8856908791556617	3.5018073587028513	1.6161164795471896	5.117923838250041
2507	2021-03-13	New Brunswick	NB	38483	12152	26331	0.0	14179	1.8051934163084884	3.3523201808885537	1.5471267645800657	4.89944694546862	1.8856908791556617	3.5018073587028513	1.6161164795471896	5.117923838250041
2508	2021-03-14	New Brunswick	NB	38483	12152	26331	0.0	14179	1.8051934163084884	3.3523201808885537	1.5471267645800657	4.89944694546862	1.8856908791556617	3.5018073587028513	1.6161164795471896	5.117923838250041
2509	2021-03-15	New Brunswick	NB	51354	12195	39159	12828.0	26964	3.432910309425353	4.985511600904443	1.5526012914790899	6.538112892383532	3.5859911746634645	5.207826302056319	1.6218351273928553	6.829661429449175
2510	2021-03-16	New Brunswick	NB	51354	12195	39159	0.0	26964	3.432910309425353	4.985511600904443	1.5526012914790899	6.538112892383532	3.5859911746634645	5.207826302056319	1.6218351273928553	6.829661429449175
2511	2021-03-17	New Brunswick	NB	53523	12195	41328	2169.0	29133	3.709055631378461	5.26165692285755	1.5526012914790899	6.81425821433664	3.8744504113436697	5.496285538736525	1.6218351273928553	7.118120666129379
2512	2021-03-18	New Brunswick	NB	54828	12197	42631	1303.0	30434	3.874691898718706	5.42754781935589	1.5528559206371841	6.980403739993074	4.047472756627647	5.669573867641231	1.622101111013584	7.2916749786548145
2513	2021-03-19	New Brunswick	NB	55668	12197	43471	840.0	31274	3.9816361451182494	5.534492065755433	1.5528559206371841	7.0873479863926185	4.159185877333674	5.781286988347258	1.622101111013584	7.403388099360841
2514	2021-03-20	New Brunswick	NB	57722	12200	45522	2051.0	33322	4.242376403006661	5.795614267380986	1.5532378643743252	7.348852131755311	4.4315531049597965	6.054053191404473	1.6225000864446768	7.67655327784915
2515	2021-03-21	New Brunswick	NB	61106	12219	48887	3365.0	36668	4.668370984498177	6.224027825874397	1.5556568413762195	7.779684667250616	4.876543702438804	6.501570633280402	1.6250269308415988	8.126597564122001
2516	2021-03-22	New Brunswick	NB	63195	12221	50974	2087.0	38753	4.933821881811331	6.4897333523456435	1.5559114705343138	8.045644822879957	5.153831627048406	6.7791245415107335	1.6252929144623274	8.40441745597306
2517	2021-03-23	New Brunswick	NB	64352	12222	52130	1156.0	39908	5.080870220610702	6.636909005724063	1.5560387851133608	8.192947790837424	5.307437168019193	6.932863074291886	1.6254259062726917	8.558288980564576
2518	2021-03-24	New Brunswick	NB	66386	12205	54181	2051.0	41976	5.344156770080055	6.898031207349615	1.5538744372695605	8.451905644619178	5.582464231852603	7.205629277349102	1.6231650454964983	8.8287943228456
2519	2021-03-25	New Brunswick	NB	69960	12207	57753	3572.0	45546	5.798669817278116	7.352798883705771	1.5541290664276548	8.906927950133426	6.057244994853217	7.6806760239704435	1.623431029117227	9.304107053087671
2520	2021-03-26	New Brunswick	NB	75962	12211	63751	5998.0	51540	6.561793404086289	8.11643172883013	1.5546383247438431	9.671070053573976	6.854397906176938	8.478360902535622	1.6239629963586841	10.102323898894307
2521	2021-03-27	New Brunswick	NB	81064	12216	68848	5097.0	56632	7.210079240593998	8.765354138233079	1.5552748976390784	10.320629035872155	7.5315922045520445	9.15622015996255	1.6246279554105059	10.780848115373056
2522	2021-03-28	New Brunswick	NB	87266	12220	75046	6198.0	62826	7.9986657432115855	9.554449899166853	1.5557841559552668	11.11023405512212	8.355343477948628	9.98050340060059	1.625159922651963	11.605663323252555
2523	2021-03-29	New Brunswick	NB	90182	12223	77959	2913.0	65736	8.369151168238577	9.925317267930986	1.556166099692408	11.481483367623394	8.742349646108792	10.367908544191849	1.625558898083056	11.993467442274905
2524	2021-03-30	New Brunswick	NB	91377	12226	79151	1192.0	66925	8.52052820272555	10.0770762461551	1.556548043429549	11.633624289584649	8.900476908631967	10.526434782146115	1.6259578735141489	12.152392655660265
2525	2021-03-31	New Brunswick	NB	95255	12225	83030	3879.0	70805	9.014508769428204	10.570929498278707	1.5564207288505023	12.12735022712921	9.41648513284552	11.042310014549304	1.6258248817037846	12.668134896253088
2526	2021-04-01	New Brunswick	NB	100798	12230	88568	5538.0	76338	9.718940335295676	11.275997637041414	1.5570573017457374	12.83305493878715	10.15232881959129	11.778818660346897	1.626489840755606	13.405308501102503
2527	2021-04-02	New Brunswick	NB	110940	12244	98696	10128.0	86452	11.0065999877778	12.565439693630198	1.5588397058523966	14.124279399482594	11.497407989616	13.125759715716706	1.6283517261007068	14.754111441817413
2528	2021-04-03	New Brunswick	NB	116885	12250	104635	5939.0	92385	11.761957385264102	13.32156097859078	1.559603593326679	14.88116457191746	12.286448400507496	13.91559807747039	1.6291496769628926	15.544747754433283
2529	2021-04-04	New Brunswick	NB	120673	12254	108419	3784.0	96165	12.243206494062047	13.803319345704915	1.5601128516428673	15.363432197347782	12.789157443684617	14.41883908788897	1.6296816442043498	16.04852073209332
